tiempo	ganancia1	ganancia2
0.000398 0.07199999999999999 0.32
0.0004 0.07199999999999999 0.32
0.000402 0.068 0.312
0.000404 0.068 0.304
0.000406 0.07000000000000001 0.304
0.000408 0.068 0.296
0.00041 0.068 0.288
0.000412 0.068 0.272
0.000414 0.068 0.272
0.000416 0.062 0.264
0.000418 0.066 0.256
0.00042 0.062 0.248
0.000422 0.06 0.24
0.000424 0.058 0.24
0.000426 0.056 0.232
0.000428 0.058 0.216
0.00043 0.058 0.216
0.000432 0.052 0.208
0.000434 0.052 0.2
0.000436 0.052 0.192
0.000438 0.052 0.184
0.00044 0.05 0.176
0.000442 0.048 0.168
0.000444 0.046 0.168
0.000446 0.044 0.152
0.000448 0.044 0.152
0.00045 0.04 0.144
0.000452 0.04 0.136
0.000454 0.038 0.12
0.000456 0.034 0.12
0.000458 0.036 0.112
0.00046 0.034 0.104
0.000462 0.03 0.096
0.000464 0.03 0.08799999999999999
0.000466 0.03 0.08
0.000468 0.026 0.07199999999999999
0.00047 0.024 0.064
0.000472 0.024 0.056
0.000474 0.022 0.04
0.000476 0.022 0.04
0.000478 0.022 0.032
0.00048 0.018 0.024
0.000482 0.016 0.016
0.000484 0.016 0.008
0.000486 0.014 0
0.000488 0.014 0
0.00049 0.012 -0.016
0.000492 0.012 -0.024
0.000494 0.01 -0.024
0.000496 0.006 -0.04
0.000498 0.004 -0.04
0.0005 0.002 -0.056
0.000502 0.002 -0.064
0.000504 0.002 -0.064
0.000506 -0.002 -0.08
0.000508 0 -0.08799999999999999
0.00051 -0.002 -0.096
0.000512 -0.004 -0.104
0.000514 -0.01 -0.104
0.000516 -0.01 -0.112
0.000518 -0.01 -0.12
0.00052 -0.012 -0.128
0.000522 -0.016 -0.136
0.0005240000000000001 -0.012 -0.144
0.000526 -0.018 -0.152
0.000528 -0.016 -0.16
0.00053 -0.02 -0.168
0.000532 -0.022 -0.176
0.000534 -0.022 -0.176
0.000536 -0.026 -0.184
0.000538 -0.022 -0.192
0.00054 -0.028 -0.2
0.0005419999999999999 -0.03 -0.208
0.000544 -0.028 -0.216
0.000546 -0.03 -0.224
0.000548 -0.028 -0.232
0.00055 -0.03 -0.24
0.000552 -0.03 -0.24
0.000554 -0.034 -0.248
0.000556 -0.036 -0.256
0.000558 -0.04 -0.264
0.00056 -0.038 -0.272
0.000562 -0.04 -0.28
0.000564 -0.042 -0.28
0.000566 -0.04 -0.288
0.000568 -0.044 -0.296
0.00057 -0.046 -0.304
0.000572 -0.044 -0.312
0.000574 -0.05 -0.312
0.000576 -0.052 -0.32
0.000578 -0.05 -0.328
0.00058 -0.054 -0.336
0.0005820000000000001 -0.054 -0.344
0.000584 -0.056 -0.352
0.000586 -0.058 -0.352
0.000588 -0.058 -0.36
0.00059 -0.06 -0.368
0.000592 -0.058 -0.376
0.000594 -0.062 -0.376
0.000596 -0.068 -0.384
0.000598 -0.062 -0.392
0.0005999999999999999 -0.066 -0.392
0.000602 -0.068 -0.4
0.000604 -0.07000000000000001 -0.408
0.000606 -0.074 -0.416
0.000608 -0.074 -0.416
0.00061 -0.078 -0.424
0.000612 -0.074 -0.424
0.000614 -0.076 -0.432
0.000616 -0.078 -0.44
0.000618 -0.076 -0.44
0.00062 -0.076 -0.448
0.000622 -0.074 -0.456
0.000624 -0.08 -0.464
0.000626 -0.08 -0.472
0.000628 -0.082 -0.472
0.00063 -0.08400000000000001 -0.472
0.000632 -0.082 -0.48
0.000634 -0.08599999999999999 -0.488
0.000636 -0.08599999999999999 -0.488
0.000638 -0.08599999999999999 -0.488
0.0006400000000000001 -0.092 -0.496
0.000642 -0.08400000000000001 -0.504
0.000644 -0.09 -0.504
0.000646 -0.08799999999999999 -0.512
0.000648 -0.09 -0.512
0.00065 -0.09 -0.512
0.000652 -0.09 -0.52
0.000654 -0.09 -0.52
0.000656 -0.094 -0.528
0.0006579999999999999 -0.094 -0.528
0.00066 -0.096 -0.528
0.000662 -0.098 -0.536
0.000664 -0.1 -0.536
0.000666 -0.1 -0.536
0.000668 -0.102 -0.544
0.00067 -0.106 -0.552
0.000672 -0.102 -0.552
0.000674 -0.102 -0.552
0.000676 -0.104 -0.5600000000000001
0.000678 -0.104 -0.5600000000000001
0.00068 -0.104 -0.5679999999999999
0.000682 -0.104 -0.5679999999999999
0.000684 -0.106 -0.5679999999999999
0.000686 -0.106 -0.576
0.000688 -0.106 -0.576
0.00069 -0.11 -0.5679999999999999
0.000692 -0.11 -0.576
0.000694 -0.106 -0.584
0.000696 -0.112 -0.576
0.0006980000000000001 -0.112 -0.584
0.0007 -0.112 -0.584
0.000702 -0.11 -0.584
0.000704 -0.112 -0.592
0.000706 -0.11 -0.592
0.000708 -0.114 -0.592
0.00071 -0.114 -0.592
0.000712 -0.112 -0.592
0.000714 -0.114 -0.592
0.0007159999999999999 -0.116 -0.592
0.000718 -0.116 -0.592
0.00072 -0.118 -0.592
0.000722 -0.116 -0.592
0.000724 -0.116 -0.592
0.000726 -0.118 -0.592
0.000728 -0.118 -0.6
0.00073 -0.116 -0.592
0.000732 -0.118 -0.6
0.000734 -0.116 -0.6
0.000736 -0.118 -0.592
0.000738 -0.116 -0.6
0.00074 -0.116 -0.592
0.000742 -0.118 -0.6
0.000744 -0.118 -0.6
0.000746 -0.118 -0.592
0.000748 -0.12 -0.592
0.00075 -0.118 -0.592
0.000752 -0.118 -0.592
0.000754 -0.116 -0.592
0.0007560000000000001 -0.118 -0.592
0.000758 -0.118 -0.592
0.00076 -0.118 -0.592
0.000762 -0.116 -0.592
0.000764 -0.12 -0.592
0.000766 -0.118 -0.592
0.000768 -0.12 -0.592
0.00077 -0.118 -0.592
0.000772 -0.118 -0.584
0.0007739999999999999 -0.118 -0.584
0.000776 -0.118 -0.584
0.000778 -0.118 -0.584
0.00078 -0.118 -0.584
0.000782 -0.114 -0.576
0.000784 -0.114 -0.5679999999999999
0.000786 -0.116 -0.5679999999999999
0.000788 -0.116 -0.5679999999999999
0.00079 -0.116 -0.5679999999999999
0.000792 -0.114 -0.5679999999999999
0.000794 -0.116 -0.5600000000000001
0.000796 -0.114 -0.5600000000000001
0.000798 -0.114 -0.552
0.0008 -0.114 -0.5600000000000001
0.000802 -0.112 -0.5600000000000001
0.000804 -0.116 -0.552
0.000806 -0.114 -0.552
0.000808 -0.11 -0.544
0.00081 -0.112 -0.536
0.000812 -0.112 -0.544
0.0008140000000000001 -0.11 -0.536
0.000816 -0.106 -0.536
0.000818 -0.11 -0.528
0.00082 -0.106 -0.528
0.000822 -0.106 -0.528
0.000824 -0.106 -0.52
0.000826 -0.106 -0.52
0.000828 -0.106 -0.512
0.00083 -0.106 -0.512
0.0008319999999999999 -0.106 -0.504
0.000834 -0.102 -0.504
0.000836 -0.104 -0.496
0.000838 -0.1 -0.488
0.00084 -0.102 -0.488
0.000842 -0.1 -0.488
0.000844 -0.104 -0.48
0.000846 -0.1 -0.472
0.000848 -0.1 -0.464
0.00085 -0.098 -0.464
0.000852 -0.098 -0.464
0.000854 -0.098 -0.456
0.000856 -0.094 -0.448
0.000858 -0.096 -0.448
0.00086 -0.094 -0.44
0.000862 -0.096 -0.432
0.000864 -0.094 -0.432
0.000866 -0.08799999999999999 -0.424
0.000868 -0.09 -0.416
0.00087 -0.08799999999999999 -0.408
0.0008720000000000001 -0.08400000000000001 -0.408
0.000874 -0.08599999999999999 -0.4
0.000876 -0.08599999999999999 -0.4
0.000878 -0.08400000000000001 -0.392
0.00088 -0.08400000000000001 -0.384
0.000882 -0.08599999999999999 -0.384
0.000884 -0.082 -0.376
0.000886 -0.08 -0.368
0.000888 -0.078 -0.368
0.0008899999999999999 -0.078 -0.352
0.000892 -0.08 -0.352
0.000894 -0.076 -0.344
0.000896 -0.076 -0.344
0.000898 -0.074 -0.336
0.0009 -0.074 -0.328
0.000902 -0.074 -0.32
0.000904 -0.07199999999999999 -0.312
0.000906 -0.07000000000000001 -0.304
0.000908 -0.068 -0.296
0.00091 -0.068 -0.296
0.0009120000000000001 -0.066 -0.288
0.000914 -0.066 -0.28
0.000916 -0.064 -0.272
0.000918 -0.062 -0.264
0.00092 -0.062 -0.256
0.000922 -0.058 -0.248
0.000924 -0.06 -0.248
0.000926 -0.058 -0.24
0.000928 -0.056 -0.232
0.0009300000000000001 -0.054 -0.224
0.000932 -0.054 -0.216
0.000934 -0.056 -0.208
0.000936 -0.05 -0.2
0.000938 -0.05 -0.2
0.00094 -0.048 -0.192
0.000942 -0.048 -0.184
0.000944 -0.046 -0.176
0.000946 -0.044 -0.168
0.0009479999999999999 -0.042 -0.16
0.00095 -0.044 -0.152
0.000952 -0.042 -0.144
0.000954 -0.04 -0.136
0.000956 -0.038 -0.128
0.000958 -0.038 -0.12
0.00096 -0.032 -0.12
0.000962 -0.03 -0.104
0.000964 -0.028 -0.096
0.000966 -0.026 -0.096
0.000968 -0.026 -0.08799999999999999
0.0009700000000000001 -0.026 -0.08
0.000972 -0.026 -0.08
0.000974 -0.026 -0.064
0.000976 -0.024 -0.056
0.0009779999999999999 -0.02 -0.048
0.00098 -0.018 -0.04
0.000982 -0.018 -0.032
0.0009840000000000001 -0.016 -0.024
0.0009859999999999999 -0.014 -0.016
0.0009879999999999999 -0.01 -0.008
0.00099 -0.01 0
0.000992 -0.008 0.016
0.0009940000000000001 -0.006 0.016
0.0009959999999999999 -0.004 0.024
0.000998 -0.002 0.032
0.001 -0.004 0.04
0.001002 0 0.04
0.001004 0.004 0.056
0.001006 0.004 0.064
0.001008 0.006 0.07199999999999999
0.00101 0.006 0.08
0.001012 0.008 0.08799999999999999
0.001014 0.008 0.096
0.001016 0.008 0.104
0.001018 0.012 0.104
0.00102 0.012 0.12
0.001022 0.01 0.12
0.001024 0.014 0.128
0.001026 0.018 0.136
0.001028 0.02 0.144
0.00103 0.016 0.16
0.001032 0.018 0.16
0.001034 0.024 0.168
0.001036 0.024 0.176
0.001038 0.028 0.184
0.00104 0.024 0.192
0.001042 0.028 0.2
0.001044 0.026 0.208
0.001046 0.032 0.216
0.001048 0.028 0.224
0.00105 0.03 0.224
0.001052 0.032 0.24
0.001054 0.036 0.24
0.001056 0.038 0.248
0.001058 0.04 0.256
0.00106 0.04 0.264
0.001062 0.04 0.272
0.001064 0.044 0.28
0.001066 0.046 0.28
0.001068 0.046 0.296
0.00107 0.046 0.304
0.001072 0.046 0.304
0.001074 0.048 0.312
0.001076 0.052 0.32
0.001078 0.05 0.328
0.00108 0.054 0.328
0.001082 0.054 0.336
0.001084 0.062 0.344
0.001086 0.06 0.352
0.001088 0.06 0.36
0.00109 0.062 0.36
0.001092 0.062 0.368
0.001094 0.064 0.384
0.001096 0.066 0.384
0.001098 0.068 0.384
0.0011 0.066 0.392
0.001102 0.07000000000000001 0.4
0.001104 0.068 0.4
0.001106 0.07000000000000001 0.408
0.001108 0.07199999999999999 0.424
0.00111 0.07000000000000001 0.424
0.001112 0.07000000000000001 0.424
0.001114 0.076 0.44
0.001116 0.078 0.44
0.001118 0.078 0.44
0.00112 0.078 0.448
0.001122 0.08 0.456
0.001124 0.082 0.456
0.001126 0.08 0.464
0.001128 0.08 0.472
0.00113 0.08 0.472
0.001132 0.08400000000000001 0.48
0.001134 0.08400000000000001 0.48
0.001136 0.08599999999999999 0.488
0.001138 0.08599999999999999 0.496
0.00114 0.08799999999999999 0.504
0.001142 0.08599999999999999 0.504
0.001144 0.08799999999999999 0.512
0.001146 0.092 0.504
0.001148 0.092 0.512
0.00115 0.096 0.52
0.001152 0.092 0.52
0.001154 0.096 0.52
0.001156 0.098 0.528
0.001158 0.098 0.536
0.00116 0.094 0.544
0.001162 0.1 0.544
0.001164 0.094 0.544
0.001166 0.102 0.552
0.001168 0.1 0.552
0.00117 0.104 0.5600000000000001
0.001172 0.106 0.5600000000000001
0.001174 0.106 0.5679999999999999
0.001176 0.106 0.5679999999999999
0.001178 0.11 0.5679999999999999
0.00118 0.108 0.5679999999999999
0.001182 0.108 0.576
0.001184 0.11 0.576
0.001186 0.106 0.576
0.001188 0.11 0.576
0.00119 0.11 0.576
0.001192 0.106 0.584
0.001194 0.108 0.584
0.001196 0.112 0.584
0.001198 0.11 0.592
0.0012 0.112 0.592
0.001202 0.112 0.6
0.001204 0.114 0.592
0.001206 0.112 0.6
0.001208 0.116 0.6
0.00121 0.112 0.6
0.001212 0.112 0.6
0.001214 0.112 0.6
0.001216 0.114 0.6
0.001218 0.112 0.608
0.00122 0.116 0.608
0.001222 0.116 0.608
0.001224 0.12 0.6
0.001226 0.118 0.608
0.001228 0.118 0.608
0.00123 0.116 0.608
0.001232 0.114 0.608
0.001234 0.114 0.608
0.001236 0.114 0.608
0.001238 0.12 0.608
0.00124 0.12 0.616
0.001242 0.12 0.616
0.001244 0.12 0.608
0.001246 0.118 0.608
0.001248 0.114 0.608
0.00125 0.116 0.616
0.001252 0.114 0.608
0.001254 0.118 0.608
0.001256 0.118 0.6
0.001258 0.118 0.608
0.00126 0.12 0.608
0.001262 0.118 0.6
0.001264 0.12 0.6
0.001266 0.116 0.6
0.001268 0.12 0.6
0.00127 0.12 0.592
0.001272 0.118 0.592
0.001274 0.118 0.592
0.001276 0.116 0.592
0.001278 0.116 0.592
0.00128 0.116 0.584
0.001282 0.116 0.584
0.001284 0.118 0.584
0.001286 0.116 0.576
0.001288 0.114 0.576
0.00129 0.114 0.576
0.001292 0.114 0.576
0.001294 0.116 0.5679999999999999
0.001296 0.114 0.5679999999999999
0.001298 0.114 0.5679999999999999
0.0013 0.114 0.5679999999999999
0.001302 0.114 0.5600000000000001
0.001304 0.112 0.5600000000000001
0.001306 0.11 0.552
0.001308 0.112 0.552
0.00131 0.112 0.552
0.001312 0.11 0.544
0.001314 0.11 0.544
0.001316 0.108 0.536
0.001318 0.108 0.536
0.00132 0.106 0.528
0.001322 0.104 0.528
0.001324 0.108 0.52
0.001326 0.104 0.512
0.001328 0.108 0.512
0.00133 0.104 0.504
0.001332 0.106 0.504
0.001334 0.106 0.504
0.001336 0.104 0.504
0.001338 0.104 0.496
0.00134 0.102 0.488
0.001342 0.104 0.488
0.001344 0.1 0.48
0.001346 0.102 0.48
0.001348 0.1 0.472
0.00135 0.1 0.464
0.001352 0.094 0.456
0.001354 0.096 0.456
0.001356 0.096 0.448
0.001358 0.096 0.448
0.00136 0.094 0.44
0.001362 0.094 0.432
0.001364 0.092 0.432
0.001366 0.094 0.424
0.001368 0.094 0.424
0.00137 0.092 0.408
0.001372 0.08799999999999999 0.4
0.001374 0.08799999999999999 0.4
0.001376 0.09 0.392
0.001378 0.08599999999999999 0.392
0.00138 0.08599999999999999 0.384
0.001382 0.08400000000000001 0.376
0.001384 0.08400000000000001 0.376
0.001386 0.08400000000000001 0.36
0.001388 0.082 0.36
0.00139 0.08 0.352
0.001392 0.078 0.344
0.001394 0.074 0.336
0.001396 0.076 0.328
0.001398 0.074 0.328
0.0014 0.07199999999999999 0.32
0.001402 0.07000000000000001 0.312
0.001404 0.07000000000000001 0.304
0.001406 0.068 0.296
0.001408 0.068 0.288
0.00141 0.066 0.288
0.001412 0.064 0.272
0.001414 0.064 0.272
0.001416 0.064 0.264
0.001418 0.062 0.256
0.00142 0.066 0.248
0.001422 0.062 0.248
0.001424 0.058 0.24
0.001426 0.058 0.232
0.001428 0.056 0.224
0.00143 0.056 0.216
0.001432 0.052 0.208
0.001434 0.052 0.2
0.001436 0.052 0.192
0.001438 0.05 0.184
0.00144 0.046 0.176
0.001442 0.044 0.168
0.001444 0.046 0.16
0.001446 0.044 0.152
0.001448 0.042 0.144
0.00145 0.042 0.144
0.001452 0.036 0.136
0.001454 0.038 0.128
0.001456 0.04 0.12
0.001458 0.036 0.112
0.00146 0.034 0.104
0.001462 0.03 0.096
0.001464 0.03 0.08799999999999999
0.001466 0.032 0.08
0.001468 0.026 0.07199999999999999
0.00147 0.026 0.064
0.001472 0.026 0.056
0.001474 0.022 0.056
0.001476 0.022 0.04
0.001478 0.024 0.032
0.00148 0.02 0.032
0.001482 0.018 0.024
0.001484 0.016 0.008
0.001486 0.014 0.008
0.001488 0.014 -0.008
0.00149 0.014 -0.016
0.001492 0.008 -0.024
0.001494 0.01 -0.024
0.001496 0.01 -0.032
0.001498 0.006 -0.04
0.0015 0.008 -0.048
0.001502 0.004 -0.056
0.001504 0 -0.07199999999999999
0.001506 0.004 -0.08
0.001508 0 -0.08799999999999999
0.00151 0 -0.096
0.001512 -0.002 -0.104
0.001514 -0.004 -0.112
0.001516 -0.006 -0.112
0.001518 -0.006 -0.12
0.00152 -0.012 -0.128
0.001522 -0.012 -0.136
0.001524 -0.012 -0.144
0.001526 -0.012 -0.152
0.001528 -0.016 -0.152
0.00153 -0.018 -0.168
0.001532 -0.02 -0.176
0.001534 -0.022 -0.184
0.001536 -0.024 -0.184
0.001538 -0.026 -0.192
0.00154 -0.028 -0.2
0.001542 -0.026 -0.216
0.001544 -0.028 -0.216
0.001546 -0.032 -0.224
0.001548 -0.032 -0.232
0.00155 -0.032 -0.24
0.001552 -0.034 -0.24
0.001554 -0.034 -0.248
0.001556 -0.036 -0.256
0.001558 -0.034 -0.264
0.00156 -0.04 -0.272
0.001562 -0.044 -0.28
0.001564 -0.044 -0.288
0.001566 -0.042 -0.296
0.001568 -0.046 -0.296
0.00157 -0.048 -0.304
0.001572 -0.05 -0.312
0.001574 -0.048 -0.32
0.001576 -0.05 -0.328
0.001578 -0.052 -0.328
0.00158 -0.052 -0.344
0.001582 -0.054 -0.344
0.001584 -0.056 -0.352
0.001586 -0.056 -0.352
0.001588 -0.056 -0.36
0.00159 -0.062 -0.368
0.001592 -0.058 -0.376
0.001594 -0.064 -0.376
0.001596 -0.066 -0.384
0.001598 -0.064 -0.392
0.0016 -0.068 -0.392
0.001602 -0.068 -0.4
0.001604 -0.068 -0.408
0.001606 -0.07199999999999999 -0.416
0.001608 -0.07199999999999999 -0.416
0.00161 -0.07000000000000001 -0.424
0.001612 -0.07000000000000001 -0.424
0.001614 -0.07199999999999999 -0.44
0.001616 -0.074 -0.44
0.001618 -0.078 -0.448
0.00162 -0.076 -0.448
0.001622 -0.08 -0.448
0.001624 -0.08 -0.456
0.001626 -0.082 -0.464
0.001628 -0.082 -0.472
0.00163 -0.08 -0.48
0.001632 -0.08400000000000001 -0.48
0.001634 -0.08599999999999999 -0.48
0.001636 -0.08799999999999999 -0.488
0.001638 -0.08799999999999999 -0.488
0.00164 -0.08799999999999999 -0.496
0.001642 -0.092 -0.504
0.001644 -0.092 -0.504
0.001646 -0.094 -0.512
0.001648 -0.094 -0.512
0.00165 -0.094 -0.512
0.001652 -0.094 -0.52
0.001654 -0.096 -0.52
0.001656 -0.094 -0.528
0.001658 -0.094 -0.528
0.00166 -0.094 -0.536
0.001662 -0.1 -0.536
0.001664 -0.1 -0.544
0.001666 -0.1 -0.544
0.001668 -0.1 -0.544
0.00167 -0.1 -0.552
0.001672 -0.1 -0.552
0.001674 -0.108 -0.552
0.001676 -0.104 -0.552
0.001678 -0.102 -0.5600000000000001
0.00168 -0.102 -0.5600000000000001
0.001682 -0.106 -0.5679999999999999
0.001684 -0.108 -0.5679999999999999
0.001686 -0.106 -0.5679999999999999
0.001688 -0.106 -0.576
0.00169 -0.106 -0.576
0.001692 -0.11 -0.576
0.001694 -0.112 -0.584
0.001696 -0.11 -0.576
0.001698 -0.11 -0.584
0.0017 -0.114 -0.584
0.001702 -0.108 -0.584
0.001704 -0.112 -0.592
0.001706 -0.11 -0.584
0.001708 -0.112 -0.592
0.00171 -0.116 -0.592
0.001712 -0.114 -0.592
0.001714 -0.114 -0.592
0.001716 -0.112 -0.592
0.001718 -0.11 -0.592
0.00172 -0.118 -0.592
0.001722 -0.112 -0.592
0.001724 -0.118 -0.592
0.001726 -0.112 -0.6
0.001728 -0.114 -0.6
0.00173 -0.118 -0.6
0.001732 -0.116 -0.6
0.001734 -0.116 -0.6
0.001736 -0.114 -0.6
0.001738 -0.116 -0.6
0.00174 -0.118 -0.592
0.001742 -0.118 -0.6
0.001744 -0.116 -0.6
0.001746 -0.12 -0.6
0.001748 -0.114 -0.6
0.00175 -0.118 -0.6
0.001752 -0.12 -0.592
0.001754 -0.122 -0.592
0.001756 -0.122 -0.592
0.001758 -0.118 -0.592
0.00176 -0.118 -0.592
0.001762 -0.114 -0.592
0.001764 -0.12 -0.592
0.001766 -0.118 -0.592
0.001768 -0.118 -0.592
0.00177 -0.118 -0.592
0.001772 -0.118 -0.584
0.001774 -0.118 -0.584
0.001776 -0.116 -0.584
0.001778 -0.112 -0.584
0.00178 -0.118 -0.576
0.001782 -0.116 -0.576
0.001784 -0.112 -0.5679999999999999
0.001786 -0.114 -0.576
0.001788 -0.114 -0.5679999999999999
0.00179 -0.114 -0.5679999999999999
0.001792 -0.118 -0.5679999999999999
0.001794 -0.116 -0.5679999999999999
0.001796 -0.114 -0.5600000000000001
0.001798 -0.112 -0.5600000000000001
0.0018 -0.112 -0.5600000000000001
0.001802 -0.112 -0.552
0.001804 -0.112 -0.552
0.001806 -0.112 -0.552
0.001808 -0.11 -0.552
0.00181 -0.112 -0.544
0.001812 -0.108 -0.544
0.001814 -0.112 -0.536
0.001816 -0.11 -0.536
0.001818 -0.108 -0.528
0.00182 -0.108 -0.528
0.001822 -0.11 -0.528
0.001824 -0.108 -0.52
0.001826 -0.106 -0.52
0.001828 -0.106 -0.512
0.00183 -0.106 -0.512
0.001832 -0.106 -0.504
0.001834 -0.102 -0.504
0.001836 -0.102 -0.496
0.001838 -0.104 -0.496
0.00184 -0.102 -0.488
0.001842 -0.102 -0.48
0.001844 -0.102 -0.48
0.001846 -0.098 -0.472
0.001848 -0.098 -0.472
0.00185 -0.1 -0.464
0.001852 -0.1 -0.464
0.001854 -0.096 -0.456
0.001856 -0.096 -0.448
0.001858 -0.094 -0.448
0.00186 -0.096 -0.44
0.001862 -0.096 -0.44
0.001864 -0.092 -0.432
0.001866 -0.092 -0.432
0.001868 -0.09 -0.408
0.00187 -0.092 -0.416
0.001872 -0.08799999999999999 -0.408
0.001874 -0.08599999999999999 -0.408
0.001876 -0.082 -0.392
0.001878 -0.08799999999999999 -0.392
0.00188 -0.08400000000000001 -0.384
0.001882 -0.082 -0.384
0.001884 -0.082 -0.376
0.001886 -0.082 -0.368
0.001888 -0.08 -0.368
0.00189 -0.078 -0.36
0.001892 -0.078 -0.352
0.001894 -0.078 -0.344
0.001896 -0.074 -0.344
0.001898 -0.07000000000000001 -0.328
0.0019 -0.074 -0.32
0.001902 -0.07000000000000001 -0.32
0.001904 -0.07000000000000001 -0.304
0.001906 -0.066 -0.304
0.001908 -0.066 -0.296
0.00191 -0.064 -0.288
0.001912 -0.064 -0.288
0.001914 -0.064 -0.28
0.001916 -0.064 -0.272
0.001918 -0.062 -0.272
0.00192 -0.06 -0.264
0.001922 -0.058 -0.248
0.001924 -0.056 -0.248
0.001926 -0.056 -0.24
0.001928 -0.054 -0.232
0.00193 -0.056 -0.224
0.001932 -0.05 -0.216
0.001934 -0.052 -0.208
0.001936 -0.048 -0.208
0.001938 -0.046 -0.2
0.00194 -0.044 -0.192
0.001942 -0.042 -0.184
0.001944 -0.042 -0.176
0.001946 -0.04 -0.168
0.001948 -0.04 -0.16
0.00195 -0.04 -0.152
0.001952 -0.038 -0.144
0.001954 -0.036 -0.136
0.001956 -0.036 -0.128
0.001958 -0.032 -0.128
0.00196 -0.034 -0.112
0.001962 -0.03 -0.104
0.001964 -0.032 -0.104
0.001966 -0.03 -0.096
0.001968 -0.028 -0.08799999999999999
0.00197 -0.022 -0.08
0.001972 -0.028 -0.07199999999999999
0.001974 -0.028 -0.064
0.001976 -0.022 -0.056
0.001978 -0.02 -0.048
0.00198 -0.018 -0.04
0.001982 -0.016 -0.032
0.001984 -0.016 -0.024
0.001986 -0.012 -0.016
0.001988 -0.012 0
0.00199 -0.012 0
0.001992 -0.01 0.016
0.001994 -0.006 0.024
0.001996 -0.006 0.024
0.001998 -0.004 0.032
0.002 -0.002 0.04
0.002002 -0.002 0.048
0.002004 0 0.056
0.002006 0 0.064
0.002008 0.002 0.07199999999999999
0.00201 0.006 0.08
0.002012 0.002 0.08799999999999999
0.002014 0.006 0.08799999999999999
0.002016 0.008 0.104
0.002018 0.01 0.104
0.00202 0.012 0.12
0.002022 0.012 0.128
0.002024 0.016 0.136
0.002026 0.016 0.144
0.002028 0.02 0.144
0.00203 0.022 0.152
0.002032 0.02 0.168
0.002034 0.024 0.168
0.002036 0.024 0.176
0.002038 0.024 0.176
0.00204 0.028 0.192
0.002042 0.026 0.2
0.002044 0.03 0.208
0.002046 0.03 0.208
0.002048 0.032 0.216
0.00205 0.03 0.224
0.002052 0.03 0.24
0.002054 0.036 0.24
0.002056 0.036 0.248
0.002058 0.04 0.256
0.00206 0.042 0.264
0.002062 0.038 0.272
0.002064 0.046 0.28
0.002066 0.046 0.28
0.002068 0.048 0.296
0.00207 0.05 0.304
0.002072 0.048 0.312
0.002074 0.052 0.312
0.002076 0.052 0.32
0.002078 0.054 0.328
0.00208 0.054 0.328
0.002082 0.056 0.336
0.002084 0.058 0.344
0.002086 0.056 0.344
0.002088 0.064 0.352
0.00209 0.062 0.36
0.002092 0.062 0.368
0.002094 0.066 0.376
0.002096 0.066 0.384
0.002098 0.068 0.392
0.0021 0.068 0.392
0.002102 0.066 0.4
0.002104 0.07000000000000001 0.416
0.002106 0.07199999999999999 0.416
0.002108 0.07199999999999999 0.424
0.00211 0.074 0.424
0.002112 0.074 0.432
0.002114 0.08 0.44
0.002116 0.082 0.44
0.002118 0.078 0.44
0.00212 0.078 0.448
0.002122 0.08 0.448
0.002124 0.082 0.464
0.002126 0.08400000000000001 0.464
0.002128 0.08400000000000001 0.472
0.00213 0.082 0.472
0.002132 0.08400000000000001 0.472
0.002134 0.08599999999999999 0.48
0.002136 0.08599999999999999 0.488
0.002138 0.08799999999999999 0.488
0.00214 0.08799999999999999 0.504
0.002142 0.09 0.512
0.002144 0.092 0.504
0.002146 0.094 0.504
0.002148 0.092 0.512
0.00215 0.092 0.52
0.002152 0.094 0.52
0.002154 0.096 0.52
0.002156 0.1 0.528
0.002158 0.094 0.528
0.00216 0.1 0.528
0.002162 0.102 0.536
0.002164 0.1 0.544
0.002166 0.104 0.552
0.002168 0.1 0.552
0.00217 0.102 0.544
0.002172 0.102 0.552
0.002174 0.1 0.5600000000000001
0.002176 0.11 0.5679999999999999
0.002178 0.1 0.5679999999999999
0.00218 0.106 0.5679999999999999
0.002182 0.11 0.576
0.002184 0.106 0.576
0.002186 0.112 0.576
0.002188 0.106 0.576
0.00219 0.11 0.584
0.002192 0.112 0.584
0.002194 0.112 0.584
0.002196 0.112 0.584
0.002198 0.112 0.584
0.0022 0.112 0.584
0.002202 0.116 0.592
0.002204 0.114 0.592
0.002206 0.116 0.592
0.002208 0.112 0.6
0.00221 0.118 0.6
0.002212 0.116 0.6
0.002214 0.116 0.608
0.002216 0.116 0.608
0.002218 0.118 0.608
0.00222 0.116 0.608
0.002222 0.116 0.608
0.002224 0.116 0.608
0.002226 0.116 0.608
0.002228 0.114 0.608
0.00223 0.116 0.616
0.002232 0.116 0.608
0.002234 0.118 0.608
0.002236 0.122 0.608
0.002238 0.118 0.608
0.00224 0.116 0.616
0.002242 0.12 0.608
0.002244 0.12 0.608
0.002246 0.122 0.616
0.002248 0.12 0.608
0.00225 0.12 0.608
0.002252 0.12 0.608
0.002254 0.12 0.608
0.002256 0.122 0.608
0.002258 0.122 0.608
0.00226 0.122 0.6
0.002262 0.122 0.608
0.002264 0.122 0.6
0.002266 0.122 0.6
0.002268 0.118 0.6
0.00227 0.124 0.592
0.002272 0.116 0.6
0.002274 0.12 0.592
0.002276 0.12 0.592
0.002278 0.118 0.584
0.00228 0.118 0.592
